LOCUS	PFAM_CODE	DOMAINE	PFAM_START	PFAM_STOP	LENGTH	PFAM_SCORE	PFAM_EXPECTED
BC1G_04829	PF00205.14	Thiamine pyrophosphate enzyme, central domain	253591	254028	438	183.0	0.0
BC1G_04829	PF02775.13	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	254221	254664	444	239.1999969482422	0.0
BC1G_04829	PF02775.13	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	254221	254664	444	239.1999969482422	0.0
BC1G_04829	PF00205.14	Thiamine pyrophosphate enzyme, central domain	253591	254028	438	183.0	0.0
BC1G_04829	PF00205.17	Thiamine pyrophosphate enzyme, central domain	253591	254028	438	130.0	4.2E-38
BC1G_04829	PF00205.14	Thiamine pyrophosphate enzyme, central domain	253591	254028	438	185.64999389648438	0.0
BC1G_04829	PF02775.13	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	254221	254664	444	239.8000030517578	0.0
BC1G_04829	PF02776.10	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	252944	253509	566	310.6099853515625	0.0
BC1G_04829	PF02776.13	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	252944	253500	557	180.0	2.4E-53
BC1G_04829	PF02775.16	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	254221	254664	444	169.2	4.1E-50
BC1G_04829	PF02776.10	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	252944	253509	566	310.6000061035156	0.0
BC1G_04830	PF00690.18	Cation transporter/ATPase, N-terminus	258481	258781	301	77.0	5.799999815940031E-20
BC1G_04830	PF00122.12	E1-E2 ATPase	258806	259671	866	168.8000030517578	0.0
BC1G_04830	PF12710.2	haloacid dehalogenase-like hydrolase	259746	260828	1083	54.2	1.8E-14
BC1G_04830	PF00690.21	Cation transporter/ATPase, N-terminus	258511	258775	265	59.9	1.1E-16
BC1G_04830	PF13246.1	Putative hydrolase of sodium-potassium ATPase alpha subunit	259974	260270	297	62.4	2.6E-17
BC1G_04830	PF00702.21	haloacid dehalogenase-like hydrolase	259681	260837	1157	101.8	6.3E-29
BC1G_04830	PF00702.18	haloacid dehalogenase-like hydrolase	259681	260864	1184	77.5	4.1999998667151947E-20
BC1G_04830	PF00689.13	Cation transporting ATPase, C-terminus	261224	261730	507	157.0	4.764414778704378E-44
BC1G_04830	PF00702.18	haloacid dehalogenase-like hydrolase	259681	260864	1184	77.5	4.1999998667151947E-20
BC1G_04830	PF00689.13	Cation transporting ATPase, C-terminus	261224	261730	507	157.0	4.764414778704378E-44
BC1G_04830	PF00690.18	Cation transporter/ATPase, N-terminus	258481	258781	301	77.0	5.799999815940031E-20
BC1G_04830	PF00122.12	E1-E2 ATPase	258806	259671	866	168.8000030517578	0.0
BC1G_04830	PF00122.12	E1-E2 ATPase	258806	259671	866	169.24000549316406	0.0
BC1G_04830	PF00689.13	Cation transporting ATPase, C-terminus	261224	261730	507	156.99000549316406	5.044674471569341E-44
BC1G_04830	PF00702.18	haloacid dehalogenase-like hydrolase	259681	260864	1184	77.43000030517578	4.5999998540214037E-20
BC1G_04830	PF00690.18	Cation transporter/ATPase, N-terminus	258481	258781	301	77.01000213623047	6.100000129537114E-20
BC1G_04830	PF00122.15	E1-E2 ATPase	258806	259671	866	193.5	2.4E-57
BC1G_04830	PF00689.16	Cation transporting ATPase, C-terminus	261060	261718	659	114.8	2.9E-33
BC1G_04834	PF04828.9	Glutathione-dependent formaldehyde-activating enzyme	269147	269569	423	39.8	2.9E-10
BC1G_04835	PF01237.10	Oxysterol-binding protein	270540	271751	1212	273.260009765625	0.0
BC1G_04835	PF01237.10	Oxysterol-binding protein	270540	271751	1212	273.29998779296875	0.0
BC1G_04835	PF01237.10	Oxysterol-binding protein	270540	271751	1212	273.29998779296875	0.0
BC1G_04835	PF01237.13	Oxysterol-binding protein	270573	271727	1155	303.1	1.5E-90
BC1G_04836	PF01116.12	Fructose-bisphosphate aldolase class-II	273486	274744	1259	602.239990234375	0.0
BC1G_04836	PF01116.15	Fructose-bisphosphate aldolase class-II	273486	274744	1259	326.3	1.2E-97
BC1G_04836	PF01116.12	Fructose-bisphosphate aldolase class-II	273486	274744	1259	600.5	0.0
BC1G_04836	PF01116.12	Fructose-bisphosphate aldolase class-II	273486	274744	1259	600.5	0.0
BC1G_04837	PF01281.14	Ribosomal protein L9, N-terminal domain	276521	276721	201	48.6	2.9E-13
BC1G_04838	PF13423.1	Ubiquitin carboxyl-terminal hydrolase	277612	278880	1269	55.3	6.0E-15
BC1G_04838	PF00443.21	Ubiquitin carboxyl-terminal hydrolase	277603	279450	1848	177.77999877929688	0.0
BC1G_04838	PF00443.24	Ubiquitin carboxyl-terminal hydrolase	277603	278856	1254	144.1	3.7E-42
BC1G_04838	PF00443.21	Ubiquitin carboxyl-terminal hydrolase	277603	279450	1848	148.3000030517578	1.999933168284379E-41
BC1G_04838	PF00443.21	Ubiquitin carboxyl-terminal hydrolase	277603	279450	1848	148.3000030517578	1.999933168284379E-41
BC1G_04841	PF04427.13	Brix domain	285800	286620	821	32.1	7.4E-8
BC1G_04842	PF04427.10	Brix domain	288111	288506	396	29.600000381469727	8.299999763039523E-7
BC1G_04842	PF04427.10	Brix domain	288111	288506	396	29.600000381469727	8.299999763039523E-7
BC1G_04842	PF04427.10	Brix domain	288114	288506	393	30.350000381469727	8.499999921696144E-7
BC1G_04842	PF04427.13	Brix domain	288141	288503	363	107.8	4.6E-31
BC1G_04843	PF00270.24	DEAD/DEAH box helicase	289178	289681	504	154.9	1.2E-45
BC1G_04843	PF00271.26	Helicase conserved C-terminal domain	289880	290113	234	93.4	5.1E-27
BC1G_04843	PF00271.23	Helicase conserved C-terminal domain	289883	290113	231	124.2300033569336	3.7000000235613963E-34
BC1G_04843	PF00270.21	DEAD/DEAH box helicase	289178	289681	504	248.66000366210938	0.0
BC1G_04843	PF00271.23	Helicase conserved C-terminal domain	289883	290113	231	121.69999694824219	2.1000000865928772E-33
BC1G_04843	PF00270.21	DEAD/DEAH box helicase	289178	289681	504	248.60000610351562	0.0
BC1G_04843	PF00271.23	Helicase conserved C-terminal domain	289883	290113	231	121.69999694824219	2.1000000865928772E-33
BC1G_04843	PF00270.21	DEAD/DEAH box helicase	289178	289681	504	248.60000610351562	0.0
BC1G_04844	PF02515.12	CoA-transferase family III	291197	291815	619	203.4	1.6E-60
BC1G_04844	PF00628.24	PHD-finger	293401	293565	165	32.8	3.7E-8
BC1G_04844	PF00628.21	PHD-finger	293401	293565	165	37.0	6.599999835543713E-8
BC1G_04844	PF02515.9	CoA-transferase family III	291197	291818	622	224.47999572753906	0.0
BC1G_04844	PF00628.21	PHD-finger	293401	293565	165	36.7599983215332	7.999999951380232E-8
BC1G_04844	PF02515.9	CoA-transferase family III	291197	291815	619	225.39999389648438	0.0
BC1G_04844	PF00628.21	PHD-finger	293401	293565	165	37.0	6.599999835543713E-8
BC1G_04844	PF02515.9	CoA-transferase family III	291197	291815	619	225.39999389648438	0.0
BC1G_04849	PF13945.1	Splicing factor, salt tolerance regulator	305679	306191	513	220.9	1.3E-65
BC1G_04850	PF08477.5	Miro-like protein	310731	311250	520	48.560001373291016	2.2000000779454076E-11
BC1G_04850	PF00071.14	Ras family	310731	311430	700	228.1999969482422	0.0
BC1G_04850	PF08477.8	Miro-like protein	310731	311250	520	54.6	1.2E-14
BC1G_04850	PF00025.16	ADP-ribosylation factor family	310480	311421	942	26.1	3.7E-6
BC1G_04850	PF00071.17	Ras family	310731	311430	700	152.3	6.3E-45
BC1G_04850	PF00071.14	Ras family	310731	311430	700	228.0	0.0
BC1G_04850	PF08477.5	Miro-like protein	310731	311250	520	44.70000076293945	3.199999987213431E-10
BC1G_04850	PF00071.14	Ras family	310731	311430	700	228.0	0.0
BC1G_04850	PF08477.5	Miro-like protein	310731	311250	520	44.70000076293945	3.199999987213431E-10
BC1G_04851	PF09812.4	Mitochondrial ribosomal protein L28	312805	313456	652	28.3	1.2E-6
BC1G_04852	PF08538.2	Protein of unknown function (DUF1749)	313957	314622	666	-18.5	1.4000000262543149E-14
BC1G_04852	PF08538.2	Protein of unknown function (DUF1749)	313957	314622	666	-18.5	1.4000000262543149E-14
BC1G_04852	PF08538.5	Protein of unknown function (DUF1749)	313957	314610	654	164.0	3.2E-48
BC1G_04853	PF01936.13	NYN domain	317394	317780	387	37.1	3.2E-9
BC1G_04858	PF11720.3	Peptidase inhibitor I78 family	328062	328378	317	47.5	9.8E-13
BC1G_04859	PF01472.12	PUA domain	329205	329507	303	51.88999938964844	2.199999947841147E-12
BC1G_04859	PF01472.12	PUA domain	329205	329507	303	51.900001525878906	2.100000078344988E-12
BC1G_04859	PF01472.12	PUA domain	329205	329507	303	51.900001525878906	2.100000078344988E-12
BC1G_04859	PF01472.15	PUA domain	329205	329348	144	49.6	2.1E-13
BC1G_04861	PF00831.15	Ribosomal L29 protein	333247	333531	285	72.52999877929688	1.3999999814211257E-18
BC1G_04861	PF00831.15	Ribosomal L29 protein	333247	333531	285	72.5	1.3000000492180588E-18
BC1G_04861	PF00831.15	Ribosomal L29 protein	333247	333531	285	72.5	1.3000000492180588E-18
BC1G_04861	PF00831.18	Ribosomal L29 protein	333247	333531	285	60.6	7.8E-17
BC1G_04863	PF13894.1	C2H2-type zinc finger	337184	337258	75	26.5	4.4E-6
BC1G_04863	PF13894.1	C2H2-type zinc finger	337103	337174	72	26.5	4.4E-6
BC1G_04863	PF13894.1	C2H2-type zinc finger	337022	337090	69	26.5	4.4E-6
BC1G_04863	PF13894.1	C2H2-type zinc finger	337271	337348	78	26.5	4.4E-6
BC1G_04863	PF13894.1	C2H2-type zinc finger	337417	337518	102	26.5	4.4E-6
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337190	337258	69	21.5	0.003100000089034438
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337274	337348	75	26.399999618530273	9.999999747378752E-5
BC1G_04863	PF13465.1	Zinc-finger double domain	337055	337132	78	48.2	6.2E-13
BC1G_04863	PF13894.1	C2H2-type zinc finger	337546	337659	114	26.5	4.4E-6
BC1G_04863	PF13465.1	Zinc-finger double domain	337139	337216	78	48.2	6.2E-13
BC1G_04863	PF13465.1	Zinc-finger double domain	337223	337300	78	48.2	6.2E-13
BC1G_04863	PF13465.1	Zinc-finger double domain	337307	337446	140	48.2	6.2E-13
BC1G_04863	PF00096.21	Zinc finger, C2H2 type	337022	337090	69	65.9	1.5E-18
BC1G_04863	PF00096.21	Zinc finger, C2H2 type	337106	337174	69	65.9	1.5E-18
BC1G_04863	PF00096.21	Zinc finger, C2H2 type	337274	337348	75	65.9	1.5E-18
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337022	337090	69	177.42999267578125	0.0
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337106	337174	69	177.42999267578125	0.0
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337190	337258	69	177.42999267578125	0.0
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337274	337348	75	177.42999267578125	0.0
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337420	337518	99	177.42999267578125	0.0
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337546	337635	90	177.42999267578125	0.0
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337777	337854	78	177.42999267578125	0.0
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337876	337959	84	177.42999267578125	0.0
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337106	337174	69	32.5	1.500000053056283E-6
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337022	337090	69	31.899999618530273	2.1999999262334313E-6
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337274	337348	75	26.399999618530273	9.999999747378752E-5
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337190	337258	69	21.5	0.003100000089034438
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337106	337174	69	32.5	1.500000053056283E-6
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	337022	337090	69	31.899999618530273	2.1999999262334313E-6
BC1G_04863	PF00096.18	Zinc finger, C2H2 type	338086	338163	78	177.42999267578125	0.0
BC1G_04866	PF00271.23	Helicase conserved C-terminal domain	344641	344871	231	116.08000183105469	1.0999999893822523E-31
BC1G_04866	PF00270.24	DEAD/DEAH box helicase	345082	345606	525	152.9	5.0E-45
BC1G_04866	PF00271.26	Helicase conserved C-terminal domain	344641	344874	234	83.7	5.4E-24
BC1G_04866	PF00270.21	DEAD/DEAH box helicase	345082	345606	525	237.8000030517578	0.0
BC1G_04866	PF00271.23	Helicase conserved C-terminal domain	344641	344871	231	116.19999694824219	9.700000120097016E-32
BC1G_04866	PF00270.21	DEAD/DEAH box helicase	345082	345606	525	237.89999389648438	0.0
BC1G_04866	PF00271.23	Helicase conserved C-terminal domain	344641	344871	231	116.19999694824219	9.700000120097016E-32
BC1G_04866	PF00270.21	DEAD/DEAH box helicase	345082	345606	525	237.89999389648438	0.0
BC1G_04867	PF00505.11	HMG (high mobility group) box	348777	349034	258	18.0	2.699999895412475E-4
BC1G_04867	PF00505.11	HMG (high mobility group) box	348777	349034	258	17.899999618530273	2.899999963119626E-4
BC1G_04867	PF00505.14	HMG (high mobility group) box	348777	349031	255	29.3	6.6E-7
BC1G_04867	PF00505.11	HMG (high mobility group) box	348777	349034	258	18.0	2.699999895412475E-4
BC1G_04868	PF01490.10	Transmembrane amino acid transporter protein	350770	352120	1351	55.20000076293945	2.20000002915631E-13
BC1G_04868	PF01490.10	Transmembrane amino acid transporter protein	350770	352120	1351	57.83000183105469	3.6000001401139195E-14
BC1G_04868	PF01490.13	Transmembrane amino acid transporter protein	350770	352120	1351	109.2	1.5E-31
BC1G_04868	PF01490.10	Transmembrane amino acid transporter protein	350770	352120	1351	55.20000076293945	2.20000002915631E-13
BC1G_04879	PF00172.10	Fungal Zn(2)-Cys(6) binuclear cluster domain	376112	376273	162	20.799999237060547	4.600000102072954E-4
BC1G_04879	PF00172.10	Fungal Zn(2)-Cys(6) binuclear cluster domain	376112	376273	162	20.799999237060547	4.600000102072954E-4
BC1G_04879	PF11951.3	Fungal specific transcription factor domain	376370	376786	417	21.3	7.8E-5
BC1G_04879	PF00172.13	Fungal Zn(2)-Cys(6) binuclear cluster domain	376112	376273	162	26.0	5.7E-6
BC1G_04879	PF00172.10	Fungal Zn(2)-Cys(6) binuclear cluster domain	376112	376273	162	20.81999969482422	4.7400000039488077E-4
BC1G_04882	PF01822.14	WSC domain	385748	386106	359	175.3	1.5E-52
BC1G_04882	PF01822.14	WSC domain	384686	385007	322	175.3	1.5E-52
BC1G_04882	PF01822.14	WSC domain	383902	384583	682	175.3	1.5E-52
BC1G_04882	PF01822.11	WSC domain	385748	386106	359	249.27000427246094	0.0
BC1G_04882	PF01822.11	WSC domain	384686	385007	322	249.27000427246094	0.0
BC1G_04882	PF01822.11	WSC domain	383902	384583	682	83.5	6.4999997937258965E-22
BC1G_04882	PF01822.11	WSC domain	385748	386106	359	82.0999984741211	1.6999999460513883E-21
BC1G_04882	PF01822.11	WSC domain	384686	385007	322	83.5999984741211	5.999999809593135E-22
BC1G_04882	PF01822.11	WSC domain	383902	384583	682	83.5	6.4999997937258965E-22
BC1G_04882	PF01822.11	WSC domain	384686	385007	322	83.5999984741211	5.999999809593135E-22
BC1G_04882	PF01822.11	WSC domain	385748	386106	359	82.0999984741211	1.6999999460513883E-21
BC1G_04882	PF01822.11	WSC domain	383902	384583	682	249.27000427246094	0.0
BC1G_04885	PF00271.23	Helicase conserved C-terminal domain	393183	393419	237	64.69000244140625	3.100000032421054E-16
BC1G_04885	PF00271.26	Helicase conserved C-terminal domain	393180	393419	240	45.5	4.6E-12
BC1G_04885	PF00271.23	Helicase conserved C-terminal domain	393183	393419	237	65.0999984741211	2.299999913052029E-16
BC1G_04885	PF00271.23	Helicase conserved C-terminal domain	393183	393419	237	65.0999984741211	2.299999913052029E-16
BC1G_04888	PF00665.21	Integrase core domain	4262	4633	372	66.0	2.9E-18
BC1G_04888	PF00665.18	Integrase core domain	4096	4633	538	50.88999938964844	4.500000198859322E-12
BC1G_04888	PF00665.18	Integrase core domain	4087	4633	547	50.5	5.600000064359678E-12
BC1G_04888	PF00665.18	Integrase core domain	4087	4633	547	50.5	5.600000064359678E-12
BC1G_04889	PF00078.19	Reverse transcriptase (RNA-dependent DNA polymerase)	5735	6244	510	154.0	3.993700623325729E-43
BC1G_04889	PF00078.19	Reverse transcriptase (RNA-dependent DNA polymerase)	5735	6244	510	154.0	3.993700623325729E-43
BC1G_04889	PF00078.19	Reverse transcriptase (RNA-dependent DNA polymerase)	5735	6244	510	153.97000122070312	4.203895392974451E-43
BC1G_04889	PF00078.22	Reverse transcriptase (RNA-dependent DNA polymerase)	5735	6217	483	76.4	1.8E-21
BC1G_04890	PF00098.15	Zinc knuckle	7479	7532	54	29.540000915527344	1.2000000424450263E-5
BC1G_04890	PF00098.15	Zinc knuckle	7479	7532	54	29.399999618530273	1.2999999853491317E-5
BC1G_04890	PF00098.15	Zinc knuckle	7479	7532	54	29.399999618530273	1.2999999853491317E-5
BC1G_04890	PF00098.18	Zinc knuckle	7479	7532	54	26.9	2.7E-6
BC1G_04893	PF01735.10	Lysophospholipase catalytic domain	16004	17451	1448	415.95001220703125	0.0
BC1G_04893	PF01735.10	Lysophospholipase catalytic domain	16004	17451	1448	415.8999938964844	0.0
BC1G_04893	PF01735.10	Lysophospholipase catalytic domain	16004	17451	1448	415.8999938964844	0.0
BC1G_04893	PF01735.13	Lysophospholipase catalytic domain	16004	17403	1400	417.3	5.0E-125
BC1G_04895	PF06985.3	Heterokaryon incompatibility protein (HET)	21616	22083	468	133.6999969482422	4.8999999339573615E-37
BC1G_04895	PF06985.3	Heterokaryon incompatibility protein (HET)	21616	22083	468	133.6999969482422	4.8999999339573615E-37
BC1G_04895	PF06985.3	Heterokaryon incompatibility protein (HET)	21616	22083	468	133.74000549316406	5.099999977018428E-37
BC1G_04895	PF06985.6	Heterokaryon incompatibility protein (HET)	21616	22083	468	88.3	4.4E-25
BC1G_04896	PF01661.11	Appr-1-p processing enzyme family	24995	25807	813	13.800000190734863	1.9999999494757503E-5
BC1G_04896	PF01661.11	Appr-1-p processing enzyme family	24995	25807	813	13.800000190734863	1.9999999494757503E-5
BC1G_04896	PF01661.13	Macro domain	24995	25807	813	11.319999694824219	5.8000001445179805E-5
BC1G_04898	PF12681.2	Glyoxalase-like domain	31101	31557	457	89.9	1.3E-25
BC1G_04898	PF13669.1	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	31089	31521	433	57.0	1.5E-15
BC1G_04898	PF12681.2	Glyoxalase-like domain	30636	30971	336	89.9	1.3E-25
BC1G_04898	PF00903.20	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	31029	31554	526	110.2	5.7E-32
BC1G_04898	PF00903.20	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	30663	30968	306	110.2	5.7E-32
BC1G_04898	PF00903.17	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	31029	31554	526	140.1199951171875	6.200000213854295E-39
BC1G_04898	PF00903.17	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	30657	30968	312	140.1199951171875	6.200000213854295E-39
BC1G_04898	PF00903.17	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	31029	31554	526	114.4000015258789	3.2000000759751296E-31
BC1G_04898	PF00903.17	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	30657	30968	312	30.399999618530273	6.300000222836388E-6
BC1G_04898	PF00903.17	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	31029	31554	526	114.4000015258789	3.2000000759751296E-31
BC1G_04898	PF00903.17	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	30657	30968	312	30.399999618530273	6.300000222836388E-6
BC1G_04899	PF00389.25	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	32266	33204	939	121.0	2.0E-35
BC1G_04899	PF02826.14	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	32569	33108	540	180.6	1.3E-53
BC1G_04899	PF00389.22	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	32266	33204	939	137.64999389648438	3.3999998912590545E-38
BC1G_04899	PF02826.11	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	32569	33108	540	253.72999572753906	0.0
BC1G_04899	PF02826.11	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	32569	33108	540	253.5	0.0
BC1G_04899	PF00389.22	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	32266	33204	939	137.8000030517578	2.9000000638660807E-38
BC1G_04899	PF02826.11	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	32569	33108	540	253.5	0.0
BC1G_04899	PF00389.22	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	32266	33204	939	137.8000030517578	2.9000000638660807E-38
BC1G_04901	PF00856.23	SET domain	43840	43998	159	41.8	1.1E-10
BC1G_04901	PF00856.20	SET domain	43450	44019	570	1.4800000190734863	0.0014850000152364373
BC1G_04903	PF01595.15	Domain of unknown function DUF21	49373	50006	634	113.7	5.2E-33
BC1G_04903	PF00571.20	CBS domain pair	50076	50438	363	48.70000076293945	1.8999999490398878E-11
BC1G_04903	PF01595.12	Domain of unknown function DUF21	49373	50021	649	160.1699981689453	5.605193857299268E-45
BC1G_04903	PF00571.20	CBS domain pair	50076	50438	363	48.54999923706055	2.2999999474415667E-11
BC1G_04903	PF00571.20	CBS domain pair	50076	50438	363	48.70000076293945	1.8999999490398878E-11
BC1G_04903	PF01595.12	Domain of unknown function DUF21	49373	50021	649	159.10000610351562	1.1210387714598537E-44
BC1G_04903	PF01595.12	Domain of unknown function DUF21	49373	50021	649	159.10000610351562	1.1210387714598537E-44
BC1G_04904	PF00069.17	Protein kinase domain	53350	54379	1030	89.5999984741211	9.400000282297538E-24
BC1G_04904	PF07714.12	Protein tyrosine kinase	53350	54379	1030	93.6	9.6E-27
BC1G_04904	PF00069.20	Protein kinase domain	53350	53985	636	126.9	6.8E-37
BC1G_04904	PF00069.20	Protein kinase domain	53986	54379	394	126.9	6.8E-37
BC1G_04904	PF00069.17	Protein kinase domain	53350	54379	1030	89.5999984741211	9.400000282297538E-24
BC1G_04904	PF00069.17	Protein kinase domain	53350	54379	1030	89.5999984741211	9.900000045549246E-24
BC1G_04909	PF05983.3	MED7 protein	67669	68292	624	69.30000305175781	1.2000000136174153E-17
BC1G_04909	PF05983.3	MED7 protein	67669	68292	624	69.31999969482422	1.3000000285385435E-17
BC1G_04909	PF05983.3	MED7 protein	67669	68292	624	69.30000305175781	1.2000000136174153E-17
BC1G_04909	PF05983.6	MED7 protein	67558	68274	717	185.6	4.7E-55
BC1G_04912	PF00023.22	Ankyrin repeat	72779	72877	99	59.720001220703125	9.80000009907691E-15
BC1G_04912	PF13606.1	Ankyrin repeat	74603	74692	90	41.1	7.3E-11
BC1G_04912	PF00023.25	Ankyrin repeat	74603	74701	99	48.1	4.7E-13
BC1G_04912	PF00023.25	Ankyrin repeat	72788	72874	87	48.1	4.7E-13
BC1G_04912	PF12796.2	Ankyrin repeats (3 copies)	74585	74773	189	61.9	4.9E-17
BC1G_04912	PF12796.2	Ankyrin repeats (3 copies)	74423	74698	276	61.9	4.9E-17
BC1G_04912	PF00023.22	Ankyrin repeat	74603	74701	99	31.5	3.000000106112566E-6
BC1G_04912	PF00023.22	Ankyrin repeat	74504	74602	99	59.720001220703125	9.80000009907691E-15
BC1G_04912	PF00023.22	Ankyrin repeat	72779	72877	99	19.399999618530273	0.013000000268220901
BC1G_04912	PF00023.22	Ankyrin repeat	74504	74602	99	8.699999809265137	1.7000000476837158
BC1G_04912	PF00023.22	Ankyrin repeat	74603	74701	99	31.5	3.000000106112566E-6
BC1G_04912	PF00023.22	Ankyrin repeat	72779	72877	99	19.399999618530273	0.013000000268220901
BC1G_04912	PF00023.22	Ankyrin repeat	74504	74602	99	8.699999809265137	1.7000000476837158
BC1G_04912	PF00023.22	Ankyrin repeat	74603	74701	99	59.720001220703125	9.80000009907691E-15
BC1G_04913	PF01670.8	Glycosyl hydrolase family 12	76389	76928	540	6.409999847412109	2.0999999605919584E-7
BC1G_04913	PF01670.11	Glycosyl hydrolase family 12	76389	76928	540	59.5	2.9E-16
BC1G_04914	PF00096.18	Zinc finger, C2H2 type	77343	77420	78	51.91999816894531	2.199999947841147E-12
BC1G_04914	PF00096.18	Zinc finger, C2H2 type	77460	77531	72	51.91999816894531	2.199999947841147E-12
BC1G_04914	PF00096.18	Zinc finger, C2H2 type	77541	77696	156	51.91999816894531	2.199999947841147E-12
BC1G_04914	PF00096.18	Zinc finger, C2H2 type	77343	77420	78	22.0	0.002199999988079071
BC1G_04914	PF00096.18	Zinc finger, C2H2 type	77343	77420	78	22.0	0.002199999988079071
BC1G_04914	PF13894.1	C2H2-type zinc finger	77343	77420	78	29.8	3.9E-7
BC1G_04914	PF00096.21	Zinc finger, C2H2 type	77343	77417	75	26.8	3.9E-6
BC1G_04914	PF13894.1	C2H2-type zinc finger	77460	77531	72	29.8	3.9E-7
BC1G_04919	PF03403.5	Platelet-activating factor acetylhydrolase, plasma/intracellular isoform II	86854	87909	1056	-145.6999969482422	5.700000110664405E-5
BC1G_04919	PF03403.5	Platelet-activating factor acetylhydrolase, plasma/intracellular isoform II	86854	87909	1056	-145.6999969482422	5.700000110664405E-5
BC1G_04919	PF03403.8	Platelet-activating factor acetylhydrolase, isoform II	86905	87303	399	61.9	2.9E-17
BC1G_04919	PF03403.8	Platelet-activating factor acetylhydrolase, isoform II	87388	87909	522	61.9	2.9E-17
BC1G_04919	PF12695.2	Alpha/beta hydrolase family	87010	87615	606	38.1	1.0E-9
BC1G_04920	PF01557.10	Fumarylacetoacetate (FAA) hydrolase family	89092	89702	611	188.61000061035156	0.0
BC1G_04920	PF01557.10	Fumarylacetoacetate (FAA) hydrolase family	89092	89702	611	188.60000610351562	0.0
BC1G_04920	PF01557.10	Fumarylacetoacetate (FAA) hydrolase family	89092	89702	611	188.60000610351562	0.0
BC1G_04920	PF01557.13	Fumarylacetoacetate (FAA) hydrolase family	89011	89797	787	172.4	8.0E-51
BC1G_04925	PF00667.12	FAD binding domain	98503	99144	642	276.69000244140625	0.0
BC1G_04925	PF00175.13	Oxidoreductase NAD-binding domain	98077	98415	339	48.7599983215332	1.9999999920083944E-11
BC1G_04925	PF00667.15	FAD binding domain	98503	99144	642	202.6	4.7E-60
BC1G_04925	PF00175.13	Oxidoreductase NAD-binding domain	98077	98415	339	48.5	2.2999999474415667E-11
BC1G_04925	PF00667.12	FAD binding domain	98503	99144	642	276.70001220703125	0.0
BC1G_04925	PF00175.13	Oxidoreductase NAD-binding domain	98077	98415	339	48.5	2.2999999474415667E-11
BC1G_04925	PF00667.12	FAD binding domain	98503	99144	642	276.70001220703125	0.0
BC1G_04925	PF00175.16	Oxidoreductase NAD-binding domain	98083	98412	330	48.0	1.3E-12
BC1G_04925	PF01558.13	Pyruvate ferredoxin/flavodoxin oxidoreductase	99472	99864	393	29.2	6.8E-7
BC1G_04928	PF08732.5	HIM1	104920	105354	435	41.2	6.3E-11
BC1G_04929	PF00271.23	Helicase conserved C-terminal domain	106821	107125	305	84.0	4.600000156943991E-22
BC1G_04929	PF00176.15	SNF2 family N-terminal domain	107954	108964	1011	236.5	0.0
BC1G_04929	PF04851.10	Type III restriction enzyme, res subunit	108395	108982	588	24.5	1.8E-5
BC1G_04929	PF00176.15	SNF2 family N-terminal domain	107954	108964	1011	236.9600067138672	0.0
BC1G_04929	PF00271.23	Helicase conserved C-terminal domain	106821	107125	305	84.9800033569336	2.400000125785646E-22
